	solver	penalty	l1_ratio	intercept_scaling	dual	C	accuracy	average_precision	f1	precision	recall	roc_auc
7358	saga	none	0.15	5	True	0.1						
7359	newton-cg	elasticnet	0.15	0	True	0.05						
7360	liblinear	elasticnet	0.6	0	True	0.001						
7361	sag	none	1.0	5	True	0.5						
7362	saga	l2	0.75	0	True	10.0						
7363	newton-cg	elasticnet	0.75	1	True	5.0						
7364	liblinear	none	0.9	0	True	0.005						
7365	liblinear	l1	0.75	1	True	10.0						
7366	sag	none	0.6	5	False	0.01	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
7367	liblinear	l1	0.45	1	True	10.0						
7368	saga	l2	0.6	1	True	5.0						
7369	liblinear	none	0.9	0	True	0.05						
7370	newton-cg	none	0.75	1	False	0.001	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7371	lbfgs	l1	0.9	5	True	0.001						
7372	lbfgs	l2	0.15	1	True	0.005						
7373	lbfgs	l1	0.15	0	True	1.0						
7374	liblinear	elasticnet	0.0	5	False	0.5						
7375	sag	l1	0.45	5	True	10.0						
7376	lbfgs	none	0.75	1	False	1.0	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
7377	lbfgs	l1	0.15	1	False	5.0						
7378	sag	none	1.0	0	True	0.01						
7379	saga	elasticnet	0.75	0	True	5.0						
7380	saga	l2	0.6	0	False	1.0	0.8628126178207868	0.7535563279635745	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8579253151940126
7381	liblinear	l1	0.15	5	False	0.5	0.8618993758116542	0.7542087620980527	0.5993515704154002	0.8819662063564504	0.5172714078374455	0.8544533722699216
7382	sag	l2	1.0	0	False	0.01	0.7659922081186378	0.7356499641036481	0.05740259740259741	0.6	0.030188679245283023	0.8471422700963505
7383	lbfgs	l1	1.0	5	True	0.05						
7384	sag	none	0.45	0	True	5.0						
7385	liblinear	elasticnet	0.75	1	False	0.01						
7386	liblinear	none	0.0	5	False	0.1						
7387	lbfgs	l2	0.15	5	False	10.0	0.8618951866281261	0.7512400707297526	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8558793956668473
7388	lbfgs	l1	1.0	0	True	0.01						
7389	sag	elasticnet	1.0	5	True	10.0						
7390	saga	l2	0.9	0	True	10.0						
7391	lbfgs	none	0.0	5	True	0.01						
7392	lbfgs	elasticnet	0.0	0	True	1.0						
7393	sag	l2	0.9	0	True	0.01						
7394	liblinear	none	0.0	0	True	0.1						
7395	saga	none	1.0	5	False	0.05	0.8609819446189938	0.7519304237639164	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8558339307884658
7396	saga	l2	0.45	1	True	1.0						
7397	newton-cg	l1	0.9	0	False	0.01						
7398	lbfgs	elasticnet	0.45	0	True	0.05						
7399	sag	none	0.3	0	True	0.1						
7400	lbfgs	l1	0.45	5	False	5.0						
7401	lbfgs	l2	0.0	0	False	0.001	0.7586862720455783	0.6479611927988133	0.0	0.0	0.0	0.8114269851539685
7402	lbfgs	l2	0.6	1	True	1.0						
7403	saga	elasticnet	0.45	5	False	0.5	0.8646391018390517	0.7553935433573649	0.6097222526033421	0.876427494074553	0.5323657474600871	0.8567148128071065
7404	saga	l2	1.0	5	False	0.1	0.8600645134263333	0.7529842086143723	0.5707403642301196	0.9095238095238095	0.4793904208998548	0.8569539405809014
7405	newton-cg	elasticnet	0.3	0	True	0.1						
7406	sag	l1	0.15	0	True	0.5						
7407	liblinear	none	0.75	1	False	0.01						
7408	saga	l1	0.45	5	False	1.0	0.8628126178207868	0.7540417333078145	0.6114335256746517	0.8590618683641938	0.5436865021770683	0.8552896637347649
7409	liblinear	l1	0.6	0	False	5.0						
7410	saga	l2	0.75	5	True	5.0						
7411	liblinear	elasticnet	1.0	1	True	1.0						
7412	sag	l1	0.15	0	True	5.0						
7413	saga	elasticnet	0.0	0	True	1.0						
7414	saga	l2	0.15	5	False	0.5	0.865552343848184	0.7534873064277814	0.6146777341985719	0.8726474935872354	0.5399129172714079	0.8580026929197195
7415	liblinear	none	0.6	0	False	0.01						
7416	newton-cg	elasticnet	0.75	5	True	0.005						
7417	lbfgs	none	0.6	1	True	0.001						
7418	newton-cg	elasticnet	0.0	0	False	0.005						
7419	liblinear	l2	0.0	5	True	0.05	0.8591512714172008	0.7491134938947603	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548962176718484
7420	newton-cg	l2	0.6	0	False	0.5	0.8664655858573163	0.753749627676844	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8578885935614737
7421	liblinear	l2	0.45	5	True	0.05	0.8591512714172008	0.7491134938947603	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548962176718484
7422	liblinear	l1	0.45	0	False	5.0						
7423	lbfgs	l1	0.45	1	False	0.1						
7424	liblinear	none	0.6	0	False	5.0						
7425	lbfgs	elasticnet	0.3	5	True	0.005						
7426	newton-cg	elasticnet	0.45	5	True	0.01						
7427	newton-cg	l1	0.15	1	False	0.005						
7428	lbfgs	l2	0.45	0	True	0.1						
7429	sag	l2	0.6	0	True	0.001						
7430	saga	l2	0.75	0	False	0.05	0.8591512714172008	0.7490336985001573	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8548275831919842
7431	lbfgs	l1	0.3	0	False	1.0						
7432	saga	l2	0.3	1	True	1.0						
7433	lbfgs	l2	0.6	5	True	10.0						
7434	liblinear	elasticnet	1.0	0	False	1.0						
7435	lbfgs	l1	0.75	0	False	0.1						
7436	lbfgs	elasticnet	0.75	0	False	0.1						
7437	lbfgs	elasticnet	0.6	0	True	1.0						
7438	lbfgs	l1	0.75	5	True	0.1						
7439	lbfgs	none	0.45	0	True	0.5						
7440	liblinear	l2	0.45	0	True	0.1						
7441	newton-cg	l1	0.3	0	False	1.0						
7442	saga	l2	0.6	0	True	1.0						
7443	sag	none	0.9	1	True	1.0						
7444	sag	l2	0.75	0	True	0.001						
7445	liblinear	l1	0.45	0	True	0.005						
7446	saga	l2	0.0	0	True	0.001						
7447	liblinear	elasticnet	0.3	1	False	0.5						
7448	lbfgs	elasticnet	0.3	0	True	0.01						
7449	sag	l1	0.15	1	False	0.01						
7450	newton-cg	elasticnet	0.15	0	False	0.001						
7451	newton-cg	l2	0.9	0	False	0.01	0.7659922081186378	0.7356499641036481	0.05740259740259741	0.6	0.030188679245283023	0.8471422700963505
7452	newton-cg	l1	0.0	0	True	10.0						
7453	liblinear	l1	0.3	1	False	0.001	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
7454	newton-cg	l1	0.45	5	False	0.01						
7455	newton-cg	l2	0.15	1	False	10.0	0.8618951866281261	0.7512400707297526	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8558793956668473
7456	liblinear	elasticnet	1.0	5	True	0.5						
7457	sag	l1	0.0	1	True	0.1						
7458	lbfgs	l1	0.0	0	True	1.0						
7459	newton-cg	l2	0.45	5	True	0.005						
7460	sag	l2	1.0	1	True	0.05						
7461	liblinear	l1	0.9	1	True	10.0						
7462	sag	elasticnet	0.9	5	False	0.05						
7463	sag	none	0.0	5	False	0.005	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
7464	newton-cg	elasticnet	0.75	5	False	10.0						
7465	saga	elasticnet	1.0	5	True	0.05						
7466	sag	l2	1.0	5	False	0.005	0.7586862720455783	0.7192069952120969	0.0	0.0	0.0	0.8415981779075665
7467	sag	none	1.0	1	False	0.05	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
7468	liblinear	elasticnet	0.3	0	False	0.05						
7469	lbfgs	elasticnet	0.9	5	False	5.0						
7470	saga	none	1.0	0	True	0.01						
7471	newton-cg	l2	0.6	0	True	1.0						
7472	liblinear	l2	0.45	0	True	0.005						
7473	newton-cg	none	0.0	5	False	0.5	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7474	saga	elasticnet	0.15	5	False	0.005	0.7586862720455783	0.7388724913704523	0.0	0.0	0.0	0.8429328343854372
7475	lbfgs	elasticnet	1.0	0	False	0.05						
7476	lbfgs	elasticnet	0.9	0	False	1.0						
7477	sag	none	1.0	1	False	5.0	0.8609819446189938	0.7507168980088088	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554024516061343
7478	lbfgs	none	0.3	0	True	5.0						
7479	sag	none	0.0	5	True	5.0						
7480	sag	l1	0.6	5	False	0.1						
7481	newton-cg	l1	0.0	0	True	0.05						
7482	saga	elasticnet	0.15	5	True	0.01						
7483	sag	l2	0.75	5	True	1.0						
7484	saga	l2	0.15	5	True	1.0						
7485	saga	l2	0.6	5	False	0.5	0.865552343848184	0.7534873064277814	0.6146777341985719	0.8726474935872354	0.5399129172714079	0.8580026929197195
7486	sag	elasticnet	0.3	1	False	0.05						
7487	lbfgs	elasticnet	0.45	1	False	0.001						
7488	lbfgs	elasticnet	0.3	5	False	10.0						
7489	lbfgs	elasticnet	0.6	1	True	0.5						
7490	sag	l2	1.0	5	False	0.01	0.7659922081186378	0.7356916789027753	0.05740259740259741	0.6	0.030188679245283023	0.8471650025355413
7491	saga	l1	0.15	1	False	0.05	0.8582338402245402	0.7384080864323623	0.5641609244259727	0.8939853261096934	0.48686502177068214	0.8494019619843671
7492	lbfgs	l2	0.6	5	False	0.5	0.8664655858573163	0.753749627676844	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8578885935614737
7493	saga	none	1.0	5	False	1.0	0.8609819446189938	0.7516116070255817	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557657334708937
7494	sag	elasticnet	0.9	0	False	1.0						
7495	newton-cg	l2	0.3	0	True	0.05						
7496	sag	elasticnet	0.9	5	True	10.0						
7497	newton-cg	none	0.3	0	False	1.0	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7498	lbfgs	l1	0.3	5	False	0.01						
7499	lbfgs	l2	0.15	0	True	0.05						
7500	liblinear	l2	0.75	0	False	0.05						
7501	liblinear	l1	0.75	5	True	0.5						
7502	sag	l2	0.75	5	True	0.1						
7503	liblinear	l2	0.45	5	True	0.005	0.7586862720455783	0.7306672959740668	0.0	0.0	0.0	0.8436642069001697
7504	saga	elasticnet	0.45	5	True	0.005						
7505	lbfgs	none	0.0	0	True	5.0						
7506	lbfgs	none	0.45	0	False	0.01	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
7507	lbfgs	elasticnet	0.0	5	True	1.0						
7508	liblinear	l2	1.0	1	True	0.01	0.7787775962464915	0.7403970477621611	0.14678565957780945	0.8	0.08301886792452831	0.8473892667914036
7509	lbfgs	none	1.0	0	True	0.5						
7510	saga	elasticnet	0.75	5	True	5.0						
7511	newton-cg	none	0.15	5	False	0.01	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7512	liblinear	l1	0.9	5	False	1.0	0.8628126178207868	0.7534352127647638	0.6114335256746517	0.8590618683641938	0.5436865021770683	0.8551064927343628
7513	lbfgs	l1	0.3	1	False	0.05						
7514	saga	elasticnet	0.0	1	True	0.005						
7515	sag	elasticnet	0.3	5	True	0.005						
7516	lbfgs	l2	0.45	5	False	0.05	0.8591512714172008	0.7489896263925553	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8547821183136028
7517	sag	none	1.0	0	False	0.001	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
7518	liblinear	l1	0.15	1	False	0.05	0.8554941141971429	0.7324730803751969	0.5499396158623033	0.9003101058935371	0.4642235123367199	0.844314704390858
7519	newton-cg	l1	0.15	1	False	5.0						
7520	newton-cg	l2	0.75	5	False	10.0	0.8618951866281261	0.7512400707297526	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8558793956668473
7521	lbfgs	l1	0.15	5	True	0.05						
7522	liblinear	elasticnet	0.9	1	True	0.1						
7523	liblinear	l2	1.0	1	True	10.0	0.8609819446189938	0.7514439380235352	0.6110647196214598	0.8123549942924081	0.5474600870827286	0.8561346984454508
7524	sag	none	0.6	5	True	10.0						
7525	lbfgs	none	0.45	5	False	0.001	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
7526	sag	l1	0.9	0	True	0.001						
7527	lbfgs	elasticnet	0.45	0	False	1.0						
7528	liblinear	l2	1.0	5	False	0.005	0.7586862720455783	0.7306672959740668	0.0	0.0	0.0	0.8436642069001697
7529	newton-cg	none	0.75	1	True	10.0						
7530	sag	elasticnet	1.0	0	True	0.05						
7531	sag	elasticnet	0.45	1	True	10.0						
7532	saga	none	0.3	5	False	0.05	0.8609819446189938	0.7516653399929136	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557652963086015
7533	lbfgs	l2	0.45	1	True	10.0						
7534	liblinear	none	0.3	0	False	0.1						
7535	lbfgs	elasticnet	0.6	1	False	0.01						
7536	lbfgs	l1	0.75	1	True	0.005						
7537	lbfgs	elasticnet	0.75	0	False	0.1						
7538	saga	l2	0.3	5	True	0.5						
7539	newton-cg	elasticnet	1.0	0	False	0.005						
7540	newton-cg	l1	0.3	5	True	0.5						
7541	lbfgs	l2	0.75	5	True	1.0						
7542	lbfgs	none	0.75	0	True	0.01						
7543	sag	l1	0.15	5	False	0.001						
7544	lbfgs	elasticnet	0.3	0	False	0.5						
7545	newton-cg	l1	0.9	1	False	0.05						
7546	lbfgs	l2	1.0	0	False	5.0	0.8628084286372586	0.7517929836846781	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8564031160928183
7547	newton-cg	l2	1.0	1	True	0.005						
7548	saga	none	0.3	1	True	0.5						
7549	newton-cg	l1	0.75	5	False	0.05						
7550	saga	none	0.15	1	False	0.05	0.8609819446189938	0.7516742911602272	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557884659100845
7551	lbfgs	none	0.15	5	True	0.1						
7552	saga	elasticnet	1.0	1	True	0.05						
7553	liblinear	none	1.0	1	True	0.005						
7554	liblinear	l2	0.9	5	True	5.0	0.8628084286372586	0.753017561996728	0.6138088034918363	0.8212188455102014	0.5474600870827286	0.8574824697920856
7555	sag	elasticnet	0.45	0	True	0.001						
7556	sag	l2	0.0	5	False	0.5	0.8664655858573163	0.7538025828893875	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8579340584398553
7557	liblinear	l2	0.15	1	True	0.005	0.7595995140547107	0.7203255083199733	0.007407407407407407	0.2	0.0037735849056603774	0.8342468568031196
7558	saga	none	0.0	1	False	0.5	0.8609819446189938	0.7516742911602272	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557884659100845
7559	lbfgs	elasticnet	0.3	5	False	0.005						
7560	newton-cg	elasticnet	0.6	0	True	0.05						
7561	liblinear	l2	0.0	1	True	0.1	0.8600645134263333	0.7521490197891219	0.5707403642301196	0.9095238095238095	0.4793904208998548	0.8567419168692186
7562	sag	none	0.75	5	True	0.001						
7563	sag	l2	0.45	0	False	0.005	0.7586862720455783	0.7188401189018243	0.0	0.0	0.0	0.8415754454683757
7564	newton-cg	l2	0.75	0	False	0.001	0.7586862720455783	0.6479611927988133	0.0	0.0	0.0	0.8114269851539685
7565	sag	l1	0.3	5	True	1.0						
7566	sag	l1	0.75	5	True	5.0						
7567	liblinear	elasticnet	0.9	5	True	0.005						
7568	saga	l2	0.0	5	True	5.0						
7569	liblinear	l2	0.3	0	False	0.5						
7570	lbfgs	none	0.3	5	False	0.005	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
7571	liblinear	l2	1.0	0	True	0.1						
7572	saga	elasticnet	0.6	1	True	0.5						
7573	lbfgs	l1	0.45	5	False	5.0						
7574	saga	none	0.0	0	False	0.05	0.8609819446189938	0.7516026558582681	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557425638694109
7575	saga	elasticnet	0.45	5	False	5.0	0.8628084286372586	0.7523034424361768	0.6167333350127623	0.8140894116365814	0.5550072568940494	0.8562431146938989
7576	sag	elasticnet	0.6	0	False	1.0						
7577	liblinear	l1	0.3	5	False	0.005	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
7578	saga	none	0.9	0	True	0.01						
7579	saga	l2	0.75	5	True	0.005						
7580	saga	l2	0.6	1	True	0.001						
7581	newton-cg	none	1.0	5	True	1.0						
7582	lbfgs	l2	0.6	5	False	0.01	0.7659922081186378	0.7356499641036481	0.05740259740259741	0.6	0.030188679245283023	0.8471422700963505
7583	lbfgs	none	0.0	0	False	0.05	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
7584	newton-cg	none	0.0	0	False	0.05	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7585	newton-cg	elasticnet	0.3	0	True	0.5						
7586	lbfgs	l1	0.3	5	False	0.005						
7587	saga	l2	0.75	0	False	10.0	0.8609819446189938	0.7516795384524	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8559930578628009
7588	newton-cg	none	0.45	1	True	5.0						
7589	sag	none	0.75	5	False	0.05	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
7590	sag	elasticnet	0.75	5	True	0.1						
7591	liblinear	elasticnet	0.0	5	True	0.001						
7592	sag	none	0.45	0	True	1.0						
7593	liblinear	l1	0.9	5	False	1.0	0.8628126178207868	0.7534352127647638	0.6114335256746517	0.8590618683641938	0.5436865021770683	0.8551064927343628
7594	lbfgs	l1	0.75	5	False	0.01						
7595	sag	l1	0.15	1	True	0.1						
7596	saga	l2	0.45	1	False	1.0	0.8628126178207868	0.7535154114332964	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8579021455925299
7597	newton-cg	l2	0.6	5	False	0.005	0.7586862720455783	0.7188401189018243	0.0	0.0	0.0	0.8415754454683757
7598	sag	l2	0.75	0	False	0.05	0.8591512714172008	0.7489896263925553	0.5543821278245303	0.9435117302052787	0.4492017416545718	0.8547821183136028
7599	newton-cg	l1	1.0	0	False	0.5						
7600	liblinear	elasticnet	0.6	0	False	0.01						
7601	newton-cg	none	0.75	5	False	0.001	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7602	liblinear	elasticnet	0.75	5	False	0.05						
7603	lbfgs	l1	0.15	5	False	0.1						
7604	newton-cg	l1	0.0	0	False	0.005						
7605	newton-cg	l2	0.45	0	True	0.01						
7606	liblinear	l2	0.3	0	True	1.0						
7607	newton-cg	l1	0.9	5	False	5.0						
7608	liblinear	l2	1.0	0	False	0.005						
7609	liblinear	l1	0.0	1	False	1.0	0.8609819446189938	0.7535534202534443	0.6060651629072682	0.8209240222143448	0.5361393323657475	0.8556533827618165
7610	saga	l1	0.9	0	False	0.001	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
7611	lbfgs	none	0.15	5	False	0.1	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
7612	saga	l2	0.15	5	False	0.005	0.7586862720455783	0.7192164528183767	0.0	0.0	0.0	0.8416209103467572
7613	sag	l2	0.3	5	False	1.0	0.8628126178207868	0.753712421541105	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8577889205588682
7614	newton-cg	elasticnet	0.75	5	True	0.005						
7615	sag	l2	0.0	1	True	0.005						
7616	lbfgs	l2	0.6	0	False	1.0	0.8628126178207868	0.7537481125975024	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8577653137950932
7617	liblinear	elasticnet	0.45	5	False	10.0						
7618	sag	l1	0.15	1	False	1.0						
7619	liblinear	elasticnet	0.15	1	True	0.05						
7620	liblinear	l2	0.6	5	True	1.0	0.8628126178207868	0.7537971477868138	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8578566807141484
7621	lbfgs	l1	0.9	0	True	0.01						
7622	saga	elasticnet	0.75	5	True	0.001						
7623	newton-cg	elasticnet	0.9	1	True	0.1						
7624	newton-cg	none	0.9	0	False	0.001	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7625	liblinear	none	0.15	5	False	10.0						
7626	newton-cg	none	0.9	1	True	0.05						
7627	saga	l2	0.0	1	False	10.0	0.8609819446189938	0.7516896786943037	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8560157903019917
7628	sag	none	0.9	5	False	5.0	0.8609819446189938	0.7507638543820694	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554251840453249
7629	newton-cg	l1	0.15	0	False	5.0						
7630	liblinear	l2	0.45	0	False	0.001						
7631	lbfgs	l2	0.75	5	False	0.5	0.8664655858573163	0.753749627676844	0.6161004428169029	0.8775717360114778	0.5399129172714079	0.8578885935614737
7632	lbfgs	none	0.75	5	False	0.01	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
7633	lbfgs	none	0.9	0	True	1.0						
7634	saga	elasticnet	0.45	5	False	1.0	0.8618993758116543	0.7547518605546979	0.6084490295506206	0.8572094572094573	0.5399129172714079	0.8570990784618882
7635	sag	l2	0.9	1	False	0.1	0.8609777554354656	0.752861876669112	0.5736866813337401	0.9104247104247104	0.4831640058055152	0.8569076013779355
7636	saga	l2	0.0	5	True	0.005						
7637	sag	none	0.3	0	True	0.005						
7638	sag	l1	0.9	0	False	5.0						
7639	lbfgs	none	0.0	5	False	0.05	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
7640	saga	none	0.3	1	True	0.05						
7641	liblinear	l1	0.9	5	True	0.1						
7642	sag	elasticnet	1.0	0	True	0.005						
7643	saga	none	0.9	0	False	0.05	0.8609819446189938	0.7516026558582681	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557425638694109
7644	newton-cg	elasticnet	0.3	5	True	0.1						
7645	sag	none	0.15	1	False	0.5	0.8609819446189938	0.7507939777674559	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554483536468078
7646	liblinear	l1	0.9	5	False	0.1	0.8573205982154078	0.7520073214130105	0.5616208445642409	0.8887798707824469	0.48686502177068214	0.8560188504380367
7647	liblinear	l2	0.15	1	True	0.01	0.7787775962464915	0.7403970477621611	0.14678565957780945	0.8	0.08301886792452831	0.8473892667914036
7648	saga	elasticnet	0.6	1	True	0.005						
7649	newton-cg	none	0.6	5	True	0.005						
7650	sag	elasticnet	0.45	5	False	1.0						
7651	lbfgs	l1	0.45	0	True	0.005						
7652	liblinear	none	0.0	5	False	5.0						
7653	saga	none	0.6	0	True	0.005						
7654	liblinear	none	0.9	5	False	10.0						
7655	newton-cg	elasticnet	0.9	1	False	10.0						
7656	saga	elasticnet	1.0	5	True	5.0						
7657	lbfgs	none	0.0	5	True	10.0						
7658	sag	none	0.0	1	False	1.0	0.8609819446189938	0.7507939777674559	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8554483536468078
7659	lbfgs	l1	0.9	5	False	0.005						
7660	lbfgs	l1	0.3	1	True	1.0						
7661	sag	l2	0.15	5	False	0.001	0.7586862720455783	0.6479611927988133	0.0	0.0	0.0	0.8114269851539685
7662	saga	elasticnet	0.45	0	True	0.1						
7663	sag	elasticnet	0.0	1	True	0.1						
7664	saga	l1	1.0	0	True	0.5						
7665	lbfgs	none	0.15	1	False	1.0	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
7666	liblinear	l2	0.9	5	True	0.005	0.7586862720455783	0.7306672959740668	0.0	0.0	0.0	0.8436642069001697
7667	liblinear	l1	0.6	5	False	1.0	0.8628126178207868	0.7534573290132951	0.6114335256746517	0.8590618683641938	0.5436865021770683	0.8551292251735534
7668	liblinear	elasticnet	0.15	5	True	0.01						
7669	lbfgs	none	0.3	5	False	0.01	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
7670	newton-cg	l2	1.0	5	True	0.5						
7671	saga	l1	0.6	5	False	0.005	0.7586862720455783	0.2413137279544217	0.0	0.0	0.0	0.5
7672	lbfgs	l1	0.3	1	False	0.5						
7673	liblinear	l1	0.3	5	True	10.0						
7674	liblinear	none	1.0	5	False	1.0						
7675	liblinear	l2	0.6	0	True	0.01						
7676	sag	l2	0.3	0	True	0.01						
7677	saga	none	0.9	1	False	0.01	0.8609819446189938	0.7516116070255817	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557657334708937
7678	liblinear	none	0.9	5	False	5.0						
7679	newton-cg	none	0.9	5	False	0.1	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7680	saga	none	0.0	1	False	0.005	0.8609819446189938	0.7516026558582681	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8557425638694109
7681	sag	elasticnet	0.75	5	True	0.5						
7682	newton-cg	none	0.0	1	False	5.0	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7683	liblinear	none	0.0	5	True	0.5						
7684	newton-cg	none	0.9	0	False	0.1	0.8609819446189938	0.7503583240103995	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8553582982146292
7685	lbfgs	l1	0.6	5	True	10.0						
7686	saga	elasticnet	0.0	0	False	0.001	0.7586862720455783	0.6479611927988133	0.0	0.0	0.0	0.8114269851539685
7687	liblinear	l1	0.3	0	True	0.001						
7688	sag	l2	0.45	5	True	0.001						
7689	lbfgs	none	0.45	0	False	0.05	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
7690	newton-cg	l1	0.45	1	False	0.001						
7691	lbfgs	elasticnet	0.15	5	True	0.005						
7692	lbfgs	l1	0.15	0	False	0.5						
7693	saga	l1	0.6	5	False	5.0	0.8618951866281261	0.7519660504967097	0.6140701047722125	0.8131380374293933	0.551233671988389	0.8558776470176788
7694	lbfgs	none	0.15	0	False	0.01	0.8609819446189938	0.7503169141257651	0.6127818913386316	0.8094206313580452	0.551233671988389	0.8552892265724727
7695	sag	elasticnet	0.15	5	False	0.005						
7696	saga	none	0.3	5	True	0.05						
7697	lbfgs	l2	0.3	0	False	10.0	0.8618951866281261	0.7512400707297526	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8558793956668473
7698	saga	l1	0.9	5	True	0.05						
7699	newton-cg	elasticnet	0.3	5	True	0.01						
7700	newton-cg	l2	0.9	0	True	0.05						
7701	lbfgs	l2	0.9	0	False	0.1	0.8609777554354656	0.752861876669112	0.5736866813337401	0.9104247104247104	0.4831640058055152	0.8569076013779355
7702	liblinear	l1	0.6	1	True	10.0						
7703	newton-cg	elasticnet	1.0	5	False	5.0						
7704	liblinear	elasticnet	0.75	0	True	0.05						
7705	saga	elasticnet	0.0	5	False	1.0	0.8628126178207868	0.7535563279635745	0.612965367965368	0.8549160916602776	0.5474600870827286	0.8579253151940126
7706	newton-cg	l1	0.75	0	True	0.5						
7707	sag	l1	0.0	0	True	1.0						
7708	lbfgs	none	0.15	1	True	0.005						
7709	lbfgs	l2	0.45	5	True	0.01						
7710	lbfgs	elasticnet	0.3	5	False	0.1						
7711	liblinear	l1	0.75	5	True	5.0						
7712	saga	elasticnet	0.6	0	True	0.5						
7713	sag	l2	0.75	0	False	10.0	0.8618951866281261	0.7512348565002878	0.6141801435234007	0.8136248355622493	0.551233671988389	0.8559707625859024
